,NIL value,Instagram Followers,TikTok Followers,Twitter Followers,Company,Deal Date,School,Sponsor Count,Name
2327,145000.0,146000.0,179000.0,38000.0,FanJolt,2/08/22,Alabama Crimson Tide,2.0,Montana Fouts
2328,35000.0,22000.0,3700.0,11600.0,Rapsodo Softball,2/08/22,Oklahoma Sooners,1.0,Tiare Jennings
2330,22000.0,9700.0,1400.0,273.0,Fans Meet Idols,2/07/22,Auburn Tigers,15.0,Sophia Groth
2333,75000.0,23000.0,628.0,11900.0,Smalls Sliders,2/05/22,LSU Tigers,3.0,Jack Bech
2335,436000.0,137000.0,1700.0,38000.0,Ricart Automotive,2/04/22,Ohio State Buckeyes,3.0,Jaxon Smith-Njigba
2339,554000.0,133000.0,889.0,47000.0,Randy Wise Automotive Team,2/04/22,Michigan Wolverines,2.0,J.J. McCarthy
2340,49000.0,7000.0,182.0,1500.0,,2/04/22,West Virginia Mountaineers,,Taijh Alston
2341,145000.0,146000.0,179000.0,38000.0,Bama Stuff,2/04/22,Alabama Crimson Tide,1.0,Montana Fouts
2342,42000.0,40000.0,602.0,108.0,Coaches Oats,2/03/22,Utah Utes,1.0,Kara Eaker
2344,14200.0,5900.0,19700.0,299.0,Fifth Season,2/02/22,Pittsburgh Panthers,1.0,Mackenzie Evers
2347,19400.0,7900.0,7100.0,1300.0,Outback Steakhouse,2/02/22,Maryland Terrapins,23.0,Julian Reese
2350,208000.0,239000.0,149000.0,28000.0,Clearcover Insurance,2/02/22,Utah Utes,2.0,Grace McCallum
2352,145000.0,146000.0,179000.0,38000.0,Diamond Kinetic,1/31/22,Alabama Crimson Tide,1.0,Montana Fouts
2355,63000.0,15200.0,36.0,2400.0,Gordon McKernan Injury Attorneys,1/28/22,LSU Tigers,16.0,Malik Nabers
2358,369000.0,440000.0,237000.0,46000.0,BUBBL'R,1/27/22,UCLA Bruins,2.0,Jordan Chiles
2359,72000.0,17600.0,118000.0,1900.0,The Coldest Water,1/26/22,UCLA Bruins,1.0,Deshun Murrell
2360,32000.0,26000.0,3000.0,1700.0,Vanessa Flair,1/26/22,Utah Utes,1.0,Abby Paulson
2361,300000.0,73000.0,83000.0,16500.0,Wendy's,1/25/22,Kansas Jayhawks,1.0,Jalen Wilson
2368,369000.0,440000.0,237000.0,46000.0,Instagram,1/20/22,UCLA Bruins,1.0,Jordan Chiles
2369,208000.0,239000.0,149000.0,28000.0,OZONE Leotards,1/20/22,Utah Utes,3.0,Grace McCallum
2371,76000.0,77000.0,4800.0,9600.0,Honey Stinger,1/19/22,Florida Gators,3.0,Trinity Thomas
2373,70000.0,75000.0,3100.0,2100.0,,1/19/22,UCLA Bruins,,Maya Brady
2375,138000.0,153000.0,9500.0,32000.0,Hy-Vee,1/18/22,Iowa Hawkeyes,1.0,Caitlin Clark
2377,64000.0,15100.0,5900.0,5100.0,Gordon McKernan Injury Attorneys,1/18/22,LSU Tigers,16.0,Kyren Lacy
2378,41000.0,3800.0,123.0,4000.0,Gordon McKernan Injury Attorneys,1/18/22,LSU Tigers,16.0,Miles Frazier
2385,54000.0,5100.0,104.0,3400.0,Life Wallet,,Miami Hurricanes,19.0,Elijah Arroyo
2388,85000.0,3600.0,19.0,669.0,Life Wallet,,Miami Hurricanes,19.0,Zion Nelson
2391,63000.0,13900.0,2700.0,1400.0,Life Wallet,,Miami Hurricanes,19.0,Kamren Kinchens
2395,37000.0,18400.0,50000.0,2500.0,American Dairy Association Mideast,1/12/22,Ohio State Buckeyes,1.0,Justice Sueing
2401,213000.0,252000.0,145000.0,6500.0,Reebok,1/09/22,Baylor Bears,4.0,Jaden Owens
2402,241000.0,135000.0,20000.0,19700.0,Fred Caldwell Chevrolet,1/07/22,Clemson Tigers,1.0,Bryan Bresee
2403,259000.0,318000.0,15600.0,35000.0,Reebok,1/07/22,Oregon State Beavers,4.0,Jade Carey
2404,14200.0,4500.0,1200.0,670.0,Cameo,1/05/22,Washington State Cougars,105.0,Charlisse Leger-Walker
2405,26000.0,23000.0,1000.0,4500.0,Stifel,1/04/22,Stanford Cardinal,1.0,Rachel Heck
2407,364000.0,45000.0,5100.0,27000.0,Virc Nutritionals,1/02/22,Florida State Seminoles,1.0,Jordan Travis
2413,369000.0,440000.0,237000.0,46000.0,Takis,12/27/21,UCLA Bruins,1.0,Jordan Chiles
2415,42000.0,40000.0,602.0,108.0,The Inspiration Co.,12/20/21,Utah Utes,1.0,Kara Eaker
2417,42000.0,40000.0,602.0,108.0,Discord,12/18/21,Utah Utes,3.0,Kara Eaker
2419,350000.0,378000.0,491000.0,1300.0,Afterpay,12/16/21,California Golden Bears,1.0,Mia Mastrov
2421,443000.0,21000.0,7800.0,8800.0,BRADY,12/16/21,Coastal Carolina Chanticleers,4.0,Grayson McCall
2423,19400.0,7900.0,7100.0,1300.0,BRADY,12/16/21,Maryland Terrapins,4.0,Julian Reese
2433,119000.0,17900.0,210.0,9600.0,Engage,12/15/21,Undecided,27.0,Tyler Baron
2434,105000.0,29000.0,6.0,15100.0,Engage,12/15/21,Maryland Terrapins,27.0,Rakim Jarrett
2438,102000.0,47000.0,81.0,14100.0,Engage,12/15/21,Florida Gators,27.0,Trey Dean
2441,57000.0,27000.0,1300.0,10400.0,Engage,12/15/21,Undecided,27.0,Tyler Goodson
2448,169000.0,71000.0,900.0,26000.0,Engage,12/15/21,Wisconsin Badgers,27.0,Graham Mertz
2449,105000.0,37000.0,659.0,21000.0,UCLA Ticket Office,12/15/21,UCLA Bruins,1.0,Chase Griffin
2450,56000.0,10500.0,377.0,5300.0,Engage,12/15/21,USC Trojans,27.0,Raesjon Davis
2455,75000.0,88000.0,9200.0,5700.0,Coin Cloud,12/14/21,Stanford Cardinal,1.0,Haley Jones
2456,436000.0,137000.0,1700.0,38000.0,Athletic Brewing Company,12/13/21,Ohio State Buckeyes,5.0,Jaxon Smith-Njigba
2460,364000.0,45000.0,5100.0,27000.0,Cameo,12/11/21,Florida State Seminoles,105.0,Jordan Travis
2461,40000.0,29000.0,10700.0,1400.0,Knix,12/11/21,Michigan Wolverines,1.0,Sierra Brooks
2462,42000.0,40000.0,602.0,108.0,LilyAna Naturals,12/11/21,Utah Utes,1.0,Kara Eaker
2464,350000.0,378000.0,491000.0,1300.0,Quizlet,12/09/21,California Golden Bears,3.0,Mia Mastrov
2469,22000.0,12300.0,4300.0,1100.0,FTX,12/07/21,UCLA Bruins,3.0,Dominique Onu
2471,364000.0,45000.0,5100.0,27000.0,Salomone Digital Marketing,12/06/21,Florida State Seminoles,1.0,Jordan Travis
2472,105000.0,37000.0,659.0,21000.0,Aria Pod+,12/03/21,UCLA Bruins,1.0,Chase Griffin
2476,75000.0,88000.0,9200.0,5700.0,Eastbay,12/01/21,Stanford Cardinal,4.0,Haley Jones
2480,436000.0,137000.0,1700.0,38000.0,Subway,11/24/21,Ohio State Buckeyes,2.0,Jaxon Smith-Njigba
2483,188000.0,225000.0,27000.0,19500.0,Dick's Sporting Goods,11/23/21,South Carolina Gamecocks,4.0,Zia Cooke
2487,369000.0,440000.0,237000.0,46000.0,Drift Hotels,11/22/21,UCLA Bruins,1.0,Jordan Chiles
2489,49000.0,38000.0,11100.0,3100.0,Champs x Eastbay,11/19/21,Texas Longhorns,2.0,Logan Eggleston
2490,171000.0,11000.0,347.0,9500.0,The Warehouse at C.C. Creations,11/19/21,Texas A&M Aggies,1.0,Demani Richardson
2491,188000.0,225000.0,27000.0,19500.0,Fenty Skin,11/19/21,South Carolina Gamecocks,1.0,Zia Cooke
2495,42000.0,40000.0,602.0,108.0,Enzo,11/16/21,Utah Utes,1.0,Kara Eaker
2498,213000.0,252000.0,145000.0,6500.0,Banter by Piercing Pagoda,11/12/21,Baylor Bears,1.0,Jaden Owens
2500,63000.0,26000.0,246000.0,1200.0,Courtside With Camden,11/10/21,Penn State Nittany Lions,1.0,Anna Camden
2507,314000.0,37000.0,493.0,13700.0,Infinity Clothing,11/05/21,Ohio State Buckeyes,1.0,J.T. Tuimoloau
2508,105000.0,37000.0,659.0,21000.0,Be The Match,11/04/21,UCLA Bruins,1.0,Chase Griffin
2510,213000.0,252000.0,145000.0,6500.0,Vital Performance,11/02/21,Baylor Bears,1.0,Jaden Owens
2518,61000.0,55000.0,10200.0,18400.0,Love's Travel Stops,10/28/21,Oklahoma Sooners,1.0,Jordy Bahl
2521,369000.0,440000.0,237000.0,46000.0,GK Gymnastics,10/26/21,UCLA Bruins,1.0,Jordan Chiles
2523,105000.0,37000.0,659.0,21000.0,Discord,10/25/21,UCLA Bruins,3.0,Chase Griffin
2525,46000.0,39000.0,10300.0,3300.0,Discord,10/25/21,LSU Tigers,3.0,Haleight Bryant
2529,42000.0,40000.0,602.0,108.0,Babe Lash,10/21/21,Utah Utes,1.0,Kara Eaker
2531,213000.0,252000.0,145000.0,6500.0,Urban Skin RX,10/20/21,Baylor Bears,1.0,Jaden Owens
2533,364000.0,45000.0,5100.0,27000.0,DIRECTV,10/20/21,Florida State Seminoles,4.0,Jordan Travis
2536,207000.0,82000.0,373000.0,12400.0,Outback Steakhouse,10/19/21,Michigan Wolverines,23.0,A.J. Henning
2539,105000.0,37000.0,659.0,21000.0,Advertising Week,10/18/21,UCLA Bruins,1.0,Chase Griffin
2541,35000.0,15400.0,76000.0,1300.0,Public Rec,10/17/21,Florida Gators,1.0,Leah Clapper
2543,76000.0,77000.0,4800.0,9600.0,Novashine Teeth Whitening,10/15/21,Florida Gators,1.0,Trinity Thomas
2548,75000.0,23000.0,628.0,11900.0,Motier Lafayette,10/13/21,LSU Tigers,1.0,Jack Bech
2552,31000.0,22000.0,7300.0,1700.0,NOERDEN,10/10/21,Arkansas Razorbacks,1.0,Britton Wilson
2556,72000.0,17600.0,118000.0,1900.0,Liquid I.V.,10/06/21,UCLA Bruins,1.0,Deshun Murrell
2557,199000.0,241000.0,2100.0,10000.0,Allbirds,10/06/21,Oklahoma Sooners,1.0,Ragan Smith
2558,18400.0,7200.0,3600.0,765.0,The Dank,10/06/21,Undecided,1.0,Maycee Bell
2562,14300.0,2500.0,241.0,389.0,Almost Heaven Desserts & Coffee Shop,10/01/21,Undecided,1.0,Jordan Brewster
2563,105000.0,37000.0,659.0,21000.0,Boost Mobile,9/30/21,UCLA Bruins,8.0,Chase Griffin
2564,171000.0,209000.0,64000.0,4500.0,ThirdLove,9/30/21,Stanford Cardinal,1.0,Cameron Brink
2565,259000.0,318000.0,15600.0,35000.0,Albertsons,9/29/21,Oregon State Beavers,1.0,Jade Carey
2566,31000.0,22000.0,7300.0,1700.0,RIND Snacks,9/29/21,Arkansas Razorbacks,1.0,Britton Wilson
2569,49000.0,38000.0,11100.0,3100.0,Visible Mobile,9/28/21,Texas Longhorns,3.0,Logan Eggleston
2570,35000.0,22000.0,3700.0,11600.0,Icons of Oklahoma,9/26/21,Oklahoma Sooners,1.0,Tiare Jennings
2572,12000.0,4600.0,9500.0,555.0,Super Coffee,9/25/21,USC Trojans,1.0,Kait Devir
2573,102000.0,49000.0,14000.0,25000.0,Craddock Oil Company/BlueSky,9/24/21,UCF Knights,1.0,John Rhys Plumlee
2581,102000.0,49000.0,14000.0,25000.0,B-Unlimited,9/19/21,UCF Knights,3.0,John Rhys Plumlee
2582,106000.0,40000.0,70000.0,39000.0,The GLD Shop,9/18/21,Clemson Tigers,3.0,Xavier Thomas
2585,38000.0,2900.0,81.0,3400.0,Barstool Sports,9/17/21,Georgia Bulldogs,108.0,Austin Blaske
2588,51000.0,5000.0,35.0,3600.0,Barstool Sports,9/16/21,Florida Gators,108.0,Ja'markis Weston
2593,188000.0,225000.0,27000.0,19500.0,Harmless Harvest,9/16/21,South Carolina Gamecocks,1.0,Zia Cooke
2597,60000.0,16300.0,2500.0,5600.0,Barstool Sports,9/15/21,Iowa Hawkeyes,108.0,Cooper DeJean
2599,9400.0,1200.0,527.0,529.0,Barstool Sports,9/15/21,Kent State Golden Flashes,108.0,Kevin Toth Jr.
2600,31000.0,2900.0,1.0,439.0,Cameo,9/15/21,Undecided,105.0,Nazar Bombata
2604,57000.0,8600.0,9700.0,5900.0,Barstool Sports,9/14/21,Florida State Seminoles,108.0,Joshua Burrell
2613,37000.0,6300.0,283.0,1500.0,Barstool Sports,9/11/21,Iowa State Cyclones,108.0,Conrad Hawley
2620,75000.0,88000.0,9200.0,5700.0,NBA2K,9/10/21,Stanford Cardinal,1.0,Haley Jones
2625,105000.0,37000.0,659.0,21000.0,ClearCover,9/09/21,UCLA Bruins,2.0,Chase Griffin
2634,8400.0,1100.0,183.0,310.0,Barstool Sports,9/07/21,Syracuse Orange,108.0,Wil Froumy
2638,64000.0,13200.0,1300.0,13300.0,Barstool Sports,9/05/21,Florida Gators,108.0,Derek Wingo
2639,31000.0,2900.0,1.0,439.0,Barstool Sports,9/05/21,Undecided,108.0,Nazar Bombata
2648,35000.0,15400.0,76000.0,1300.0,Yasso Frozen Greek Yogurt,9/02/21,Florida Gators,2.0,Leah Clapper
2654,40000.0,29000.0,2900.0,12000.0,Cameo,9/01/21,Kentucky Wildcats,105.0,Daimion Collins
2656,25000.0,22000.0,2900.0,5600.0,Cameo,9/01/21,Undecided,105.0,Bryce Hopkins
2660,42000.0,32000.0,5400.0,13000.0,Cameo,9/01/21,Kentucky Wildcats,105.0,Lance Ware
2662,50000.0,43000.0,30000.0,7400.0,Cameo,9/01/21,Kentucky Wildcats,105.0,Jacob Toppin
2663,276000.0,10400.0,1900.0,4900.0,Cameo,9/01/21,Texas A&M Aggies,105.0,Shemar Turner
2664,59000.0,11900.0,20.0,7700.0,Cameo,9/01/21,Minnesota Golden Gophers,105.0,Tanner Morgan
2670,89000.0,36000.0,450.0,22000.0,Cameo,9/01/21,South Carolina Gamecocks,105.0,Dakereon Joyner
2671,24000.0,6900.0,932.0,2000.0,Cameo,9/01/21,Texas A&M Aggies,105.0,Manny Obaseki
2673,246000.0,61000.0,8500.0,13700.0,Cameo,9/01/21,Undecided,105.0,Mario Williams
2677,61000.0,8300.0,18.0,5800.0,Cameo,9/01/21,Texas Longhorns,105.0,Prince Dorbah
2679,110000.0,29000.0,4300.0,32000.0,Cameo,9/01/21,Undecided,105.0,Theo Wease
2681,76000.0,19000.0,57000.0,10500.0,Cameo,9/01/21,LSU Tigers,105.0,Mike Jones Jr.
2686,142000.0,53000.0,11200.0,23000.0,Cameo,9/01/21,Penn State Nittany Lions,105.0,Sean Clifford
2690,51000.0,55000.0,2500.0,3600.0,Cameo,9/01/21,Wyoming Cowboys,105.0,Jake Kyman
2693,81000.0,16600.0,129000.0,1400.0,Cameo,9/01/21,West Virginia Mountaineers,105.0,Tony Mathis
2695,55000.0,24000.0,1500.0,12400.0,Cameo,9/01/21,Alabama Crimson Tide,105.0,Will Reichard
2696,169000.0,13900.0,231.0,4200.0,Cameo,9/01/21,TCU Horned Frogs,105.0,Tre'vius Hodges-Tomlinson
2700,54000.0,10100.0,6100.0,5200.0,Cameo,9/01/21,West Virginia Mountaineers,105.0,Sam James
2701,151000.0,27000.0,1100.0,15500.0,Cameo,9/01/21,Georgia Bulldogs,105.0,Tykee Smith
2702,106000.0,54000.0,69000.0,17600.0,Cameo,9/01/21,Ohio State Buckeyes,105.0,Gee Scott Jr.
2705,14400.0,8100.0,148.0,3300.0,Cameo,9/01/21,Notre Dame Fighting Irish,105.0,Prentiss Hubb
2712,38000.0,4200.0,16600.0,782.0,Cameo,9/01/21,Purdue Boilermakers,105.0,Preston Terrell
2714,10600.0,4000.0,375.0,477.0,Cameo,9/01/21,Notre Dame Fighting Irish,105.0,Tony Sanders
2716,375000.0,71000.0,16200.0,22000.0,Cameo,9/01/21,Ohio State Buckeyes,105.0,Paris Johnson Jr.
2717,27000.0,13700.0,2100.0,5900.0,Cameo,9/01/21,Kentucky Wildcats,105.0,Brennan Canada
2725,30000.0,5100.0,356.0,3200.0,Barstool Sports,9/01/21,Ohio State Buckeyes,108.0,Jake Seibert
2726,82000.0,31000.0,4000.0,6700.0,Cameo,9/01/21,LSU Tigers,105.0,Sevyn Banks
2727,108000.0,112000.0,85000.0,5100.0,Cameo,9/01/21,South Carolina Gamecocks,105.0,Meechie Johnson
2728,14800.0,2400.0,42.0,1200.0,Barstool Sports,9/01/21,Virginia Cavaliers,108.0,Mandy Alonso
2730,19000.0,596.0,118.0,67.0,Barstool Sports,9/01/21,Syracuse Orange,108.0,Garth Barclay
2731,524000.0,76000.0,139000.0,42000.0,Cameo,9/01/21,Kentucky Wildcats,105.0,Will Levis
2735,41000.0,33000.0,32000.0,10100.0,Cameo,9/01/21,Illinois Fighting Illini,105.0,Coleman Hawkins
2738,42000.0,4200.0,541.0,1000.0,Cameo,9/01/21,Virginia Tech Hokies,105.0,Keshon Artis
2741,50000.0,12300.0,342.0,5400.0,Cameo,9/01/21,Ohio State Buckeyes,105.0,DeaMonte Trayanum
2743,145000.0,61000.0,37000.0,17700.0,Cameo,9/01/21,Alabama Crimson Tide,105.0,Malachi Moore
2745,84000.0,48000.0,3600.0,16800.0,Cameo,9/01/21,Undecided,105.0,Slade Bolden
2749,39000.0,2600.0,62.0,2400.0,Barstool Sports,8/31/21,Notre Dame Fighting Irish,108.0,Andrew Kristofic
2754,51000.0,55000.0,2500.0,3600.0,Barstool Sports,8/28/21,Wyoming Cowboys,108.0,Jake Kyman
2756,145000.0,146000.0,179000.0,38000.0,MontanaFouts14.com,8/27/21,Alabama Crimson Tide,1.0,Montana Fouts
2760,19200.0,9200.0,267.0,1400.0,Barstool Sports,8/25/21,Undecided,108.0,Kelly Maxwell
2763,53000.0,10800.0,287.0,4700.0,Barstool Sports,8/23/21,Michigan Wolverines,108.0,Trevor Keegan
2764,241000.0,135000.0,20000.0,19700.0,PlantFuel,8/22/21,Clemson Tigers,2.0,Bryan Bresee
2765,26000.0,24000.0,3900.0,2400.0,Exiza,8/21/21,USC Trojans,1.0,Skylar Fields
2768,68000.0,8300.0,114.0,3100.0,CrisP Clothing,8/17/21,Alabama Crimson Tide,4.0,Javion Cohen
2772,105000.0,37000.0,659.0,21000.0,LA Food Bank,8/16/21,UCLA Bruins,1.0,Chase Griffin
2773,232000.0,24000.0,1800.0,8500.0,My Gameday Shop,8/15/21,Alabama Crimson Tide,12.0,Dallas Turner
2774,53000.0,8400.0,240.0,4900.0,My Gameday Shop,8/15/21,Alabama Crimson Tide,12.0,Roydell Williams
2777,37000.0,3800.0,11.0,2600.0,My Gameday Shop,8/15/21,Alabama Crimson Tide,12.0,Jah-Marien Latham
2778,71000.0,9300.0,36.0,9200.0,My Gameday Shop,8/15/21,Alabama Crimson Tide,12.0,DJ Dale
2780,70000.0,18300.0,2000.0,12900.0,My Gameday Shop,8/15/21,Arizona State Sun Devils,12.0,Paul Tyson
2782,30000.0,8500.0,480.0,8800.0,My Gameday Shop,8/15/21,Georgia Tech Yellow Jackets,12.0,Pierce Quick
2783,58000.0,3900.0,75.0,3800.0,Barstool Sports,8/14/21,Michigan Wolverines,108.0,Joel Honigford
2784,52000.0,54000.0,28000.0,16400.0,Novus,8/14/21,Syracuse Orange,1.0,Joseph Girard
2785,9000.0,1900.0,502.0,143.0,Inspire Me Bracelets,8/14/21,Undecided,1.0,Madi Cole
2787,72000.0,17600.0,118000.0,1900.0,Wrangler,8/13/21,UCLA Bruins,3.0,Deshun Murrell
2788,19700.0,14200.0,13400.0,3000.0,Bojangles,8/12/21,NC State Wolfpack,12.0,Madison Hayes
2789,396000.0,151000.0,6500.0,41000.0,Dr. Pepper,8/11/21,Clemson Tigers,1.0,DJ Uiagalelei
2791,230000.0,3200.0,50.0,4700.0,VIDSIG,8/10/21,Ohio State Buckeyes,2.0,Matthew Jones
2793,110000.0,29000.0,4300.0,32000.0,500 Level,8/10/21,Undecided,3.0,Theo Wease
2795,188000.0,225000.0,27000.0,19500.0,,8/09/21,South Carolina Gamecocks,,Zia Cooke
2798,27000.0,1500.0,4.0,2800.0,Barstool Sports,8/07/21,Ohio State Buckeyes,108.0,Grant Toutant
2799,47000.0,3500.0,255.0,4000.0,Barstool Sports,8/06/21,Michigan Wolverines,108.0,Karsen Barnhart
2802,31000.0,22000.0,7300.0,1700.0,Born To Be Me,8/04/21,Arkansas Razorbacks,1.0,Britton Wilson
2805,71000.0,9300.0,36.0,9200.0,Bojangles,8/02/21,Alabama Crimson Tide,12.0,DJ Dale
2806,25000.0,14800.0,828.0,2000.0,,8/01/21,Kansas Jayhawks,,Zach Clemence
2809,30000.0,11700.0,32000.0,2500.0,Cameo,8/01/21,Ohio State Buckeyes,105.0,Eugene Brown III
2811,68000.0,8300.0,114.0,3100.0,My Gameday Shop,8/01/21,Alabama Crimson Tide,12.0,Javion Cohen
2813,105000.0,37000.0,659.0,21000.0,Degree Deodorant,7/31/21,UCLA Bruins,13.0,Chase Griffin
2814,145000.0,146000.0,179000.0,38000.0,Cameo,7/31/21,Alabama Crimson Tide,105.0,Montana Fouts
2815,171000.0,85000.0,4300.0,24000.0,Hollingsworth Richards Ford,7/30/21,Undecided,1.0,Myles Brennan
2816,169000.0,71000.0,900.0,26000.0,Panini America,7/30/21,Wisconsin Badgers,1.0,Graham Mertz
2817,300000.0,73000.0,83000.0,16500.0,J. Wilson,7/30/21,Kansas Jayhawks,1.0,Jalen Wilson
2818,10300.0,3000.0,4900.0,172.0,TIY,7/30/21,Creighton Bluejays,1.0,Keeley Davis
2824,30000.0,4700.0,9900.0,1400.0,Barstool Sports,7/29/21,Undecided,108.0,Toby Wilson
2826,31000.0,22000.0,7300.0,1700.0,310 Hydrate,7/29/21,Arkansas Razorbacks,1.0,Britton Wilson
2829,68000.0,8300.0,114.0,3100.0,Barstool Sports,7/24/21,Alabama Crimson Tide,108.0,Javion Cohen
2830,396000.0,151000.0,6500.0,41000.0,Candy Digital,7/23/21,Clemson Tigers,19.0,DJ Uiagalelei
2833,396000.0,151000.0,6500.0,41000.0,Bojangles,7/21/21,Clemson Tigers,12.0,DJ Uiagalelei
2834,15600.0,2000.0,178.0,458.0,Brazyn Life,7/20/21,Clemson Tigers,1.0,Courtney Williams
2835,84000.0,48000.0,3600.0,16800.0,Christopher Mobley,7/19/21,Undecided,2.0,Slade Bolden
2837,233000.0,65000.0,121000.0,16400.0,The Players Trunk,7/17/21,Michigan Wolverines,15.0,Andrel Anthony
2839,55000.0,12600.0,343.0,6400.0,Barstool Sports,7/17/21,Michigan Wolverines,108.0,Zak Zinter
2841,42000.0,9100.0,20.0,6500.0,PSD Underwear,7/17/21,Alabama Crimson Tide,11.0,Kendall Randolph
2842,84000.0,48000.0,3600.0,16800.0,Bojangles,7/17/21,Undecided,12.0,Slade Bolden
2843,38000.0,4800.0,292.0,2900.0,CrisP Clothing,7/17/21,Alabama Crimson Tide,4.0,Terrence Ferguson
2844,72000.0,17600.0,118000.0,1900.0,scoutSMART,7/15/21,UCLA Bruins,1.0,Deshun Murrell
2847,97000.0,43000.0,8700.0,18500.0,College Football Edits,7/15/21,Alabama Crimson Tide,2.0,Traeshon Holden
2848,68000.0,8300.0,114.0,3100.0,Jenloop,7/15/21,Alabama Crimson Tide,3.0,Javion Cohen
2850,274000.0,11200.0,597.0,4200.0,CrisP Clothing,7/15/21,Alabama Crimson Tide,4.0,JC Latham
2856,114000.0,138000.0,23000.0,3000.0,Web Apps America,,Louisville Cardinals,1.0,Hercy Miller
2857,30000.0,8500.0,480.0,8800.0,Meals by Misty,7/13/21,Georgia Tech Yellow Jackets,1.0,Pierce Quick
2860,145000.0,61000.0,37000.0,17700.0,CrisP Clothing,7/11/21,Alabama Crimson Tide,4.0,Malachi Moore
2861,47000.0,17100.0,8900.0,11700.0,PSD Underwear,7/11/21,Undecided,11.0,Christopher Allen
2862,55000.0,24000.0,1500.0,12400.0,Barstool Sports,7/10/21,Alabama Crimson Tide,108.0,Will Reichard
2863,57000.0,52000.0,7600.0,6600.0,Degree Deodorant,7/09/21,Alabama Crimson Tide,13.0,Nimari Burnett
2867,27000.0,2200.0,578.0,1400.0,Barstool Sports,7/08/21,Ohio State Buckeyes,108.0,Michael O'Shaughnessy
2868,58000.0,4100.0,164.0,3300.0,Barstool Sports,7/08/21,Michigan Wolverines,108.0,Kris Jenkins
2869,49000.0,38000.0,11100.0,3100.0,Degree Deodorant,7/07/21,Texas Longhorns,13.0,Logan Eggleston
2870,233000.0,65000.0,121000.0,16400.0,Barstool Sports,7/06/21,Michigan Wolverines,108.0,Andrel Anthony
2871,35000.0,11000.0,165.0,6600.0,Barstool Sports,7/05/21,Jacksonville State Gamecocks,108.0,Aaron McLaughlin
2873,46000.0,4500.0,42000.0,3600.0,Barstool Sports,7/05/21,Ohio State Buckeyes,108.0,Sam Hart
2875,145000.0,61000.0,37000.0,17700.0,My Gameday Shop,7/05/21,Alabama Crimson Tide,12.0,Malachi Moore
2876,68000.0,8300.0,114.0,3100.0,Alabama Vintage,7/05/21,Alabama Crimson Tide,1.0,Javion Cohen
2877,89000.0,36000.0,450.0,22000.0,PSD Underwear,7/04/21,South Carolina Gamecocks,11.0,Dakereon Joyner
2880,169000.0,71000.0,900.0,26000.0,Raising Cane's,7/04/21,Wisconsin Badgers,12.0,Graham Mertz
2882,171000.0,85000.0,4300.0,24000.0,Raising Cane's,7/04/21,Undecided,12.0,Myles Brennan
2886,145000.0,61000.0,37000.0,17700.0,Milo's Sweet Tea,7/02/21,Alabama Crimson Tide,2.0,Malachi Moore
2889,30000.0,8500.0,480.0,8800.0,Barstool Sports,7/02/21,Georgia Tech Yellow Jackets,108.0,Pierce Quick
2890,52000.0,54000.0,28000.0,16400.0,The Players Trunk,7/02/21,Syracuse Orange,15.0,Joseph Girard
2893,145000.0,61000.0,37000.0,17700.0,PSD Underwear,7/01/21,Alabama Crimson Tide,11.0,Malachi Moore
2901,97000.0,43000.0,8700.0,18500.0,YOKE,7/01/21,Alabama Crimson Tide,10.0,Traeshon Holden
2902,69000.0,21000.0,135.0,11100.0,YOKE,7/01/21,Alabama Crimson Tide,10.0,DeMarcco Hellams
2903,105000.0,45000.0,10800.0,14300.0,College Football Edits,7/01/21,Texas Longhorns,2.0,Agiye Hall
2904,68000.0,8300.0,114.0,3100.0,YOKE,7/01/21,Alabama Crimson Tide,10.0,Javion Cohen
2905,47000.0,17100.0,8900.0,11700.0,YOKE,7/01/21,Undecided,10.0,Christopher Allen
2906,69000.0,15400.0,16900.0,16300.0,Petsmart,7/01/21,Arkansas Razorbacks,1.0,Trey Knox
2907,119000.0,17900.0,210.0,9600.0,Metro Straw,7/01/21,Undecided,1.0,Tyler Baron
2911,35000.0,11000.0,165.0,6600.0,Cameo,7/01/21,Jacksonville State Gamecocks,105.0,Aaron McLaughlin
2913,233000.0,65000.0,121000.0,16400.0,YOKE,7/01/21,Michigan Wolverines,10.0,Andrel Anthony
2914,79000.0,22000.0,7100.0,6400.0,YOKE,7/01/21,Michigan Wolverines,10.0,Mike Sainristil
2916,171000.0,85000.0,4300.0,24000.0,Smalls Sliders,7/01/21,Undecided,3.0,Myles Brennan
2917,171000.0,85000.0,4300.0,24000.0,Smoothie King,7/01/21,Undecided,1.0,Myles Brennan
2919,30000.0,19300.0,8600.0,1500.0,SaluteLeos,7/01/21,Auburn Tigers,2.0,Derrian Gobourne
2920,16100.000000000002,2300.0,2200.0,348.0,Barstool Sports,7/01/21,Undecided,108.0,Anna Podojil
2923,18400.0,7200.0,3600.0,765.0,Barstool Sports,7/01/21,Undecided,108.0,Maycee Bell
2925,8700.0,1500.0,136.0,426.0,Barstool Sports,3/15/21,Undecided,108.0,Ashley Orkus
