,NIL value,Instagram Followers,TikTok Followers,Twitter Followers,Company,Deal Date,School,Sponsor Count,Name
730,364000.0,45000.0,5100.0,27000.0,CAMPUS,9/20/22,Florida State Seminoles,5.0,Jordan Travis
733,29000.0,19800.0,2600.0,4500.0,Family Promise,9/20/22,Kansas Jayhawks,9.0,Bobby Pettiford
743,300000.0,73000.0,83000.0,16500.0,Family Promise,9/19/22,Kansas Jayhawks,9.0,Jalen Wilson
745,20000.0,9000.0,1.0,1300.0,Family Promise,9/19/22,Kansas Jayhawks,9.0,Kyle Cuffe Jr.
750,369000.0,440000.0,237000.0,46000.0,Amazon,9/17/22,UCLA Bruins,4.0,Jordan Chiles
754,38000.0,1600.0,175.0,1000.0,Sonny's BBQ,9/16/22,Florida Gators,19.0,Mark Pitts
757,44000.0,9300.0,1300.0,3700.0,Sonny's BBQ,9/16/22,Florida Gators,19.0,David Conner
759,51000.0,12900.0,43000.0,2000.0,Sonny's BBQ,9/16/22,Florida Gators,19.0,Kaleb Boateng
763,42000.0,5100.0,92.0,5800.0,Sonny's BBQ,9/16/22,Florida Gators,19.0,Richard Leonard
764,38000.0,1700.0,86.0,2300.0,Sonny's BBQ,9/16/22,Florida Gators,19.0,Jake Slaughter
768,38000.0,1500.0,272.0,2400.0,Sonny's BBQ,9/16/22,Florida Gators,19.0,Christian Williams
770,66000.0,15800.0,575.0,6400.0,WinStar Farm,9/16/22,Kentucky Wildcats,2.0,Dane Key
771,64000.0,11800.0,1300.0,4300.0,Dollar Slice Club,9/16/22,Texas Longhorns,3.0,Jaylon Guilbeau
774,26000.0,14800.0,155.0,8400.0,Charlie Hustle,9/16/22,Illinois Fighting Illini,11.0,Luke Goode
775,350000.0,378000.0,491000.0,1300.0,Neutrogena,9/16/22,California Golden Bears,1.0,Mia Mastrov
776,30000.0,19300.0,8600.0,1500.0,Method Products,9/16/22,Auburn Tigers,1.0,Derrian Gobourne
780,66000.0,18400.0,9100.0,6200.0,Brandon Dial Family Attorney,9/15/22,Georgia Bulldogs,1.0,Oscar Delp
781,259000.0,318000.0,15600.0,35000.0,OZONE Leotards,9/15/22,Oregon State Beavers,3.0,Jade Carey
787,27000.0,5400.0,842.0,1800.0,,9/14/22,Illinois Fighting Illini,,Jamal Woods
789,27000.0,4500.0,1100.0,2300.0,,9/14/22,Illinois Fighting Illini,,Keith Randolph
795,208000.0,239000.0,149000.0,28000.0,Dick's Sporting Goods,9/14/22,Utah Utes,4.0,Grace McCallum
796,193000.0,180000.0,402000.0,10100.0,KINLÒ,9/14/22,North Carolina Tar Heels,2.0,Deja Kelly
799,125000.0,60000.0,95.0,17200.0,Honey Stinger,9/13/22,Auburn Tigers,3.0,TJ Finley
801,105000.0,29000.0,6.0,15100.0,ScienceLogic,9/13/22,Maryland Terrapins,7.0,Rakim Jarrett
802,188000.0,225000.0,27000.0,19500.0,Dr. Dish Basketball,9/13/22,South Carolina Gamecocks,1.0,Zia Cooke
803,369000.0,440000.0,237000.0,46000.0,SoFi,9/13/22,UCLA Bruins,3.0,Jordan Chiles
808,524000.0,76000.0,139000.0,42000.0,Mercury,9/12/22,Kentucky Wildcats,11.0,Will Levis
809,516000.0,59000.0,194.0,15400.0,The Athletic Collection,9/12/22,LSU Tigers,14.0,Jayden Daniels
810,100000.0,9400.0,31000.0,828.0,,9/12/22,Arizona Wildcats,,Azuolas Tubelis
816,42000.0,31000.0,9600.0,12100.0,Fetch Rewards,9/12/22,Wisconsin Badgers,2.0,Chucky Hepburn
820,22000.0,9700.0,1400.0,273.0,Bartleby,9/12/22,Auburn Tigers,3.0,Sophia Groth
821,30000.0,19300.0,8600.0,1500.0,Ramy Brook,9/12/22,Auburn Tigers,1.0,Derrian Gobourne
822,15500.0,4200.0,1800.0,216.0,Bright Swimwear,9/12/22,Utah Utes,2.0,Alani Sabado
823,84000.0,79000.0,86000.0,690.0,Bartleby,9/12/22,Louisville Cardinals,3.0,Alexa Hendricks
828,105000.0,37000.0,659.0,21000.0,United States Polo Association,9/11/22,UCLA Bruins,1.0,Chase Griffin
831,24000.0,21000.0,11500.0,1200.0,WME Sports,9/09/22,Undecided,5.0,Eric Dailey
832,85000.0,33000.0,53000.0,17600.0,Kum & Go,9/09/22,Iowa Hawkeyes,3.0,Xavier Nwankpa
833,44000.0,12700.0,5600.0,5000.0,Kum & Go,9/09/22,Iowa State Cyclones,3.0,Jirehl Brock
836,188000.0,225000.0,27000.0,19500.0,Command,9/09/22,South Carolina Gamecocks,1.0,Zia Cooke
838,171000.0,209000.0,64000.0,4500.0,Hearth,9/09/22,Stanford Cardinal,1.0,Cameron Brink
843,37000.0,6300.0,283.0,1500.0,,9/08/22,Iowa State Cyclones,,Conrad Hawley
849,17200.0,6300.0,1.0,2500.0,,9/08/22,Iowa State Cyclones,,Tamin Lipsey
850,16000.0,4200.0,177.0,3800.0,,9/08/22,Iowa State Cyclones,,Caleb Grill
852,51000.0,14000.0,2600.0,5000.0,,9/08/22,Clemson Tigers,,Tre Williams
853,58000.0,8300.0,584.0,6000.0,,9/08/22,Clemson Tigers,,Justin Mascoll
854,241000.0,135000.0,20000.0,19700.0,,9/08/22,Clemson Tigers,,Bryan Bresee
855,106000.0,40000.0,70000.0,39000.0,,9/08/22,Clemson Tigers,,Xavier Thomas
856,49000.0,12300.0,467.0,4000.0,,9/08/22,Clemson Tigers,,Ruke Orhorhoro
857,197000.0,7800.0,6.0,2000.0,,9/08/22,Clemson Tigers,,Tyler Davis
858,293000.0,42000.0,161000.0,23000.0,,9/08/22,Clemson Tigers,,KJ Henry
859,256000.0,9600.0,138.0,2900.0,,9/08/22,Clemson Tigers,,Myles Murphy
863,63000.0,26000.0,246000.0,1200.0,Camp Camden,9/08/22,Penn State Nittany Lions,1.0,Anna Camden
864,106000.0,40000.0,70000.0,39000.0,NFL Sunday Ticket,9/08/22,Clemson Tigers,1.0,Xavier Thomas
865,21000.0,6100.0,30000.0,1700.0,,9/08/22,Oregon Ducks,,Grace VanSlooten
866,213000.0,252000.0,145000.0,6500.0,JJ's Tint,9/08/22,Baylor Bears,1.0,Jaden Owens
870,105000.0,37000.0,659.0,21000.0,DIRECTV,9/07/22,UCLA Bruins,4.0,Chase Griffin
874,25000.0,5300.0,1400.0,1900.0,,9/07/22,Virginia Tech Hokies,,Xayvion Bradshaw
875,33000.0,1700.0,123.0,2400.0,,9/07/22,Virginia Tech Hokies,,Jesse Hanson
879,101000.0,98000.0,176000.0,1000.0,Dicks Sporting Goods,9/07/22,Duke Blue Devils,1.0,Emily Cole
880,32000.0,26000.0,3000.0,1700.0,USA Competitions,9/07/22,Utah Utes,1.0,Abby Paulson
881,12000.0,4600.0,9500.0,555.0,Team Lax Goalie Rat,9/07/22,USC Trojans,1.0,Kait Devir
888,39000.0,4600.0,6800.0,3100.0,,9/06/22,Penn State Nittany Lions,,Nick Dawkins
889,37000.0,2700.0,877.0,1500.0,,9/06/22,Penn State Nittany Lions,,Ibrahim Traore
890,38000.0,3200.0,228.0,2600.0,,9/06/22,Penn State Nittany Lions,,Golden Israel-Achumba
893,52000.0,7900.0,115.0,3100.0,,9/06/22,Penn State Nittany Lions,,Brenton Strange
894,41000.0,6800.0,189.0,4700.0,,9/06/22,Penn State Nittany Lions,,Landon Tengwall
896,39000.0,2600.0,21000.0,1800.0,,9/06/22,Penn State Nittany Lions,,Bryce Effner
897,37000.0,2900.0,39.0,2000.0,,9/06/22,Penn State Nittany Lions,,Jimmy Christ
900,37000.0,2400.0,37.0,1500.0,,9/06/22,Penn State Nittany Lions,,Fatorma Mulbah
908,39000.0,4800.0,262.0,2200.0,,9/06/22,Penn State Nittany Lions,,Zane Durant
909,55000.0,9800.0,725.0,4200.0,,9/06/22,Penn State Nittany Lions,,Curtis Jacobs
913,48000.0,4300.0,260.0,1900.0,,9/06/22,Penn State Nittany Lions,,Harrison Wallace
914,43000.0,11000.0,165.0,1400.0,,9/06/22,Penn State Nittany Lions,,Rodney McGraw
915,48000.0,4300.0,7700.0,2100.0,,9/06/22,Penn State Nittany Lions,,Jamari Buddin
921,172000.0,9400.0,1.0,7600.0,Life+STYLE by Laura,9/06/22,Alabama Crimson Tide,16.0,Emil Ekiyor
922,340000.0,20000.0,459.0,10400.0,Husky Throwbacks,9/06/22,Washington Huskies,1.0,Michael Penix Jr.
923,105000.0,37000.0,659.0,21000.0,All Vote No Play,9/06/22,UCLA Bruins,1.0,Chase Griffin
925,12000.0,4600.0,9500.0,555.0,Amazon Fashion,9/06/22,USC Trojans,2.0,Kait Devir
926,230000.0,3200.0,50.0,4700.0,Applebee's,9/05/22,Ohio State Buckeyes,4.0,Matthew Jones
928,404000.0,6100.0,3400.0,6900.0,Applebee's,9/05/22,Ohio State Buckeyes,4.0,Luke Wypler
933,208000.0,239000.0,149000.0,28000.0,Headspace,9/03/22,Utah Utes,1.0,Grace McCallum
934,396000.0,151000.0,6500.0,41000.0,Beats by Dre,9/03/22,Clemson Tigers,9.0,DJ Uiagalelei
935,404000.0,6100.0,3400.0,6900.0,Chipotle,9/02/22,Ohio State Buckeyes,6.0,Luke Wypler
936,230000.0,3200.0,50.0,4700.0,Chipotle,9/02/22,Ohio State Buckeyes,6.0,Matthew Jones
940,133000.0,55000.0,424.0,7900.0,Life+STYLE by Laura,9/02/22,Alabama Crimson Tide,16.0,Jermaine Burton
943,102000.0,107000.0,31000.0,28000.0,crocs,9/02/22,South Carolina Gamecocks,11.0,Aliyah Boston
944,42000.0,34000.0,5200.0,4700.0,crocs,9/02/22,Florida Gators,11.0,Nya Reed
946,238000.0,18000.0,13.0,14100.0,The Athletic Collection,9/01/22,Oklahoma State Cowboys,14.0,Spencer Sanders
949,404000.0,316000.0,591.0,24000.0,,9/01/22,Oregon Ducks,,Justin Flowe
950,84000.0,33000.0,53000.0,6400.0,,9/01/22,Oregon Ducks,,Dont'e Thornton
960,83000.0,10200.0,609.0,14000.0,,9/01/22,Oklahoma Sooners,,DaShaun White
961,110000.0,29000.0,4300.0,32000.0,,9/01/22,Undecided,,Theo Wease
962,88000.0,13900.0,996.0,17000.0,,9/01/22,Oklahoma Sooners,,Woodi Washington
963,91000.0,12900.0,7900.0,27000.0,,9/01/22,Oklahoma Sooners,,Danny Stutsman
964,327000.0,31000.0,399.0,27000.0,,9/01/22,Oklahoma Sooners,,Marvin Mims
965,92000.0,18300.0,22000.0,15200.0,,9/01/22,Undecided,,Key Lawrence
967,88000.0,14500.0,1900.0,14500.0,,9/01/22,Oklahoma Sooners,,Jalil Farooq
968,80000.0,7400.0,307.0,14700.0,,9/01/22,Oklahoma Sooners,,Ethan Downs
969,94000.0,20000.0,3600.0,13500.0,,9/01/22,Oklahoma Sooners,,Billy Bowman
970,30000.0,19300.0,8600.0,1500.0,FanBasis,9/01/22,Auburn Tigers,3.0,Derrian Gobourne
973,340000.0,20000.0,459.0,10400.0,,9/01/22,Washington Huskies,,Michael Penix Jr.
976,314000.0,37000.0,493.0,13700.0,The View on Fifth,9/01/22,Ohio State Buckeyes,1.0,J.T. Tuimoloau
978,242000.0,3700.0,5.0,1200.0,Fletcher Jones Motorcars,8/31/22,USC Trojans,2.0,Tuli Tuipulotu
987,24000.0,4800.0,110000.0,632.0,CVS,8/31/22,Pittsburgh Panthers,1.0,Julianna Dalton
989,35000.0,15400.0,76000.0,1300.0,ZipRecruiter,8/31/22,Florida Gators,1.0,Leah Clapper
991,76000.0,18300.0,9400.0,7800.0,Randy Wise Automotive Team,8/31/22,Michigan Wolverines,2.0,Darrius Clemons
992,73000.0,8200.0,129.0,2700.0,The Players Trunk,8/30/22,Michigan State Spartans,15.0,Jarek Broussard
995,217000.0,35000.0,21000.0,11400.0,The Players Trunk,8/30/22,Western Michigan Broncos,15.0,Jayden Reed
1000,524000.0,76000.0,139000.0,42000.0,Ale-8-One,8/30/22,Kentucky Wildcats,1.0,Will Levis
1002,69000.0,10200.0,83000.0,5300.0,Krystal,8/30/22,Florida Gators,19.0,Jonathan Odom
1003,89000.0,33000.0,18800.0,12100.0,Krystal,8/30/22,Florida Gators,19.0,Kamari Wilson
1004,52000.0,5500.0,188.0,4300.0,Krystal,8/30/22,Florida Gators,19.0,Ethan Pouncey
1005,55000.0,7900.0,3200.0,5700.0,Krystal,8/30/22,Florida Gators,19.0,Jordan Pouncey
1006,74000.0,16900.0,7700.0,8000.0,Krystal,8/30/22,Tennessee Volunteers,19.0,Brandon Turnage
1007,116000.0,36000.0,14.0,6900.0,Krystal,8/30/22,Tennessee Volunteers,19.0,Tayven Jackson
1016,189000.0,58000.0,4700.0,25000.0,Krystal,8/30/22,Georgia Bulldogs,19.0,Kendall Milton
1018,38000.0,2900.0,81.0,3400.0,Krystal,8/30/22,Georgia Bulldogs,19.0,Austin Blaske
1019,201000.0,22000.0,23.0,6800.0,Krystal,8/30/22,Georgia Bulldogs,19.0,AD Mitchell
1020,134000.0,74000.0,4400.0,26000.0,The Town Hall Grill,8/30/22,North Carolina Tar Heels,1.0,Leaky Black
1022,30000.0,19300.0,8600.0,1500.0,Krystal,8/30/22,Auburn Tigers,19.0,Derrian Gobourne
1025,12700.0,5700.0,216.0,3400.0,110 Grill,8/29/22,Providence Friars,1.0,Jared Bynum
1026,225000.0,37000.0,418.0,13400.0,Gordon McKernan Injury Attorneys,8/29/22,LSU Tigers,16.0,John Emery Jr.
1028,52000.0,18400.0,2300.0,5700.0,Raising Cane's,8/29/22,LSU Tigers,12.0,Maason Smith
1029,75000.0,23000.0,628.0,11900.0,Raising Cane's,8/29/22,LSU Tigers,12.0,Jack Bech
1032,225000.0,37000.0,418.0,13400.0,Raising Cane's,8/29/22,LSU Tigers,12.0,John Emery Jr.
1034,385000.0,17300.0,235.0,3600.0,,8/29/22,Purdue Boilermakers,,Zach Edey
1035,83000.0,10200.0,609.0,14000.0,Life+STYLE by Laura,8/29/22,Oklahoma Sooners,16.0,DaShaun White
1037,19800.0,15600.0,480.0,2100.0,crocs,8/29/22,NC State Wolfpack,11.0,Jakia Brown-Turner
1039,178000.0,92000.0,55000.0,9600.0,Charlie Hustle,8/29/22,Kansas Jayhawks,11.0,Gradey Dick
1040,40000.0,9200.0,15400.0,5900.0,,8/29/22,Oregon Ducks,,Jackson Powers-Johnson
1041,105000.0,37000.0,659.0,21000.0,DormRoomFund,8/27/22,UCLA Bruins,1.0,Chase Griffin
1049,37000.0,3100.0,60.0,3500.0,Sprecher Brewery,8/26/22,Wisconsin Badgers,10.0,Logan Brown
1053,88000.0,14500.0,1900.0,14500.0,Boomer Kia,8/25/22,Oklahoma Sooners,3.0,Jalil Farooq
1055,199000.0,14700.0,135.0,7100.0,Boomer Kia,8/25/22,Oklahoma Sooners,3.0,Anton Harrison
1056,52000.0,18400.0,2300.0,5700.0,Gordon McKernan Injury Attorneys,8/25/22,LSU Tigers,16.0,Maason Smith
1057,169000.0,71000.0,900.0,26000.0,Pepsi,8/25/22,Wisconsin Badgers,14.0,Graham Mertz
1058,449000.0,5700.0,520.0,3300.0,GoPowercat,8/25/22,Kansas State Wildcats,3.0,Felix Anudike-Uzomah
1061,70000.0,24000.0,7400.0,4500.0,Life+STYLE by Laura,8/25/22,Alabama Crimson Tide,16.0,Emmanuel Henderson
1062,380000.0,82000.0,9000.0,22000.0,Pepsi,8/25/22,Wisconsin Badgers,14.0,Braelon Allen
1064,303000.0,79000.0,113000.0,20000.0,Wrangler,8/24/22,Texas Longhorns,3.0,DeMarvion Overshown
1066,314000.0,37000.0,493.0,13700.0,,8/24/22,Ohio State Buckeyes,,J.T. Tuimoloau
1068,76000.0,77000.0,4800.0,9600.0,Visible Mobile,8/24/22,Florida Gators,3.0,Trinity Thomas
1069,19200.0,9200.0,267.0,1400.0,Seth Wadley Dealerships,8/24/22,Undecided,1.0,Kelly Maxwell
1070,61000.0,55000.0,10200.0,18400.0,Glad,8/24/22,Oklahoma Sooners,1.0,Jordy Bahl
1073,22000.0,10100.0,5100.0,1800.0,GOAT,8/24/22,Oregon Ducks,3.0,Chance Gray
1074,21000.0,6100.0,30000.0,1700.0,GOAT,8/24/22,Oregon Ducks,3.0,Grace VanSlooten
1075,154000.0,16000.0,4800.0,8600.0,,8/23/22,Georgia Bulldogs,,Marvin Jones Jr.
1076,138000.0,9500.0,4500.0,2800.0,Team IFA,8/23/22,LSU Tigers,1.0,Jaxon Howard
1077,245000.0,18500.0,36000.0,10600.0,One.One,8/23/22,Kansas State Wildcats,1.0,Avery Johnson
1080,18300.0,13800.0,2000.0,1700.0,Bumble,8/23/22,Undecided,4.0,Lauren Betts
1095,26000.0,3200.0,7100.0,1400.0,Ent Credit Union,8/22/22,Colorado State Rams,1.0,Clay Millen
1098,85000.0,3600.0,19.0,669.0,Hooters,8/22/22,Miami Hurricanes,46.0,Zion Nelson
1102,112000.0,99000.0,242.0,148.0,Hooters,8/22/22,LSU Tigers,46.0,Kardell Thomas
1104,52000.0,18000.0,417.0,5500.0,Hooters,8/22/22,LSU Tigers,46.0,Marcus Dumervil
1105,41000.0,3800.0,123.0,4000.0,Hooters,8/22/22,LSU Tigers,46.0,Miles Frazier
1106,41000.0,3400.0,253.0,3100.0,Hooters,8/22/22,LSU Tigers,46.0,Fitzgerald West
1108,21000.0,4200.0,3000.0,806.0,Hooters,8/22/22,Vanderbilt Commodores,46.0,Gunnar Hansen
1112,19600.0,2300.0,273.0,891.0,Hooters,8/22/22,Vanderbilt Commodores,46.0,Jake Ketschek
1115,33000.0,1800.0,3.0,1700.0,Hooters,8/22/22,Missouri Tigers,46.0,Drake Heismeyer
1116,35000.0,937.0,25000.0,1200.0,Hooters,8/22/22,Missouri Tigers,46.0,Armand Membou
1118,33000.0,1600.0,100.0,1300.0,Hooters,8/22/22,Missouri Tigers,46.0,Connor Tollison
1119,35000.0,4500.0,331.0,1500.0,Hooters,8/22/22,Missouri Tigers,46.0,Luke Griffin
1120,220000.0,8400.0,474.0,12800.0,Hooters,8/22/22,Oklahoma Sooners,46.0,Wanya Morris
1121,163000.0,3800.0,13100.0,5100.0,Hooters,8/22/22,Oklahoma Sooners,46.0,McKade Mettauer
1124,34000.0,20000.0,333.0,2800.0,Hooters,8/22/22,Texas A&M Aggies,46.0,Smart Chibuzo
1127,27000.0,6700.0,192.0,3100.0,Hooters,8/22/22,Georgia Tech Yellow Jackets,46.0,Paul Tchio
1131,55000.0,10100.0,58000.0,5900.0,Hooters,8/22/22,Auburn Tigers,46.0,Keiondre Jones
1132,44000.0,2500.0,83.0,2800.0,Hooters,8/22/22,Auburn Tigers,46.0,Jalil Irvin
1133,47000.0,7500.0,23.0,1600.0,Hooters,8/22/22,Undecided,46.0,Brandon Council
1134,43000.0,2700.0,584.0,909.0,Hooters,8/22/22,Auburn Tigers,46.0,Cort Bradley
1139,50000.0,6600.0,72.0,5100.0,Hooters,8/22/22,Miami Hurricanes,46.0,Laurence Seymore
1142,199000.0,14700.0,135.0,7100.0,Hooters,8/22/22,Oklahoma Sooners,46.0,Anton Harrison
1147,105000.0,37000.0,659.0,21000.0,6thverse,8/22/22,UCLA Bruins,1.0,Chase Griffin
1148,208000.0,239000.0,149000.0,28000.0,Hallow,8/22/22,Utah Utes,1.0,Grace McCallum
1149,168000.0,123000.0,565000.0,14700.0,Force Factor,8/22/22,Oklahoma State Cowboys,1.0,Tori Ortiz
1151,69000.0,13500.0,735.0,21000.0,Xenith Prep Kickoff Classic,8/19/22,Kentucky Wildcats,4.0,DeAndre Square
1154,54000.0,14700.0,23000.0,7400.0,Xenith Prep Kickoff Classic,8/19/22,Ohio State Buckeyes,4.0,Cameron Martinez
1156,67000.0,15000.0,91.0,13500.0,Gordon McKernan Injury Attorneys,8/18/22,LSU Tigers,16.0,Noah Cain
1159,69000.0,15400.0,16900.0,16300.0,Arvest Bank,8/18/22,Arkansas Razorbacks,1.0,Trey Knox
1161,65000.0,17500.0,3100.0,2300.0,Greater Baton Rouge Food Bank,8/18/22,LSU Tigers,1.0,Josh Williams
1162,35000.0,15400.0,76000.0,1300.0,Just Salad,8/18/22,Florida Gators,1.0,Leah Clapper
1166,59000.0,11400.0,569.0,2800.0,,8/18/22,LSU Tigers,,Jarrick Bernard-Converse
1170,524000.0,76000.0,139000.0,42000.0,NOBULL,8/17/22,Kentucky Wildcats,5.0,Will Levis
1171,468000.0,17500.0,26.0,3800.0,NOBULL,8/17/22,Undecided,5.0,Zach Charbonnet
1173,392000.0,30000.0,919.0,7100.0,NOBULL,8/17/22,North Carolina Tar Heels,5.0,Josh Downs
1176,108000.0,112000.0,85000.0,5100.0,,8/17/22,South Carolina Gamecocks,,Meechie Johnson
1177,207000.0,82000.0,373000.0,12400.0,Chicago White Sox,8/17/22,Michigan Wolverines,2.0,A.J. Henning
1184,364000.0,45000.0,5100.0,27000.0,Barstool Sports,8/16/22,Florida State Seminoles,108.0,Jordan Travis
1186,76000.0,77000.0,4800.0,9600.0,Amazon,8/16/22,Florida Gators,4.0,Trinity Thomas
1189,193000.0,180000.0,402000.0,10100.0,Kinly,8/16/22,North Carolina Tar Heels,1.0,Deja Kelly
1190,168000.0,123000.0,565000.0,14700.0,ATH Posters,8/16/22,Oklahoma State Cowboys,1.0,Tori Ortiz
1191,14300.0,120.0,15700.0,1600.0,crocs,8/16/22,Utah Utes,11.0,Maile O'Keefe
1192,238000.0,18000.0,13.0,14100.0,,8/15/22,Oklahoma State Cowboys,,Spencer Sanders
1197,31000.0,21000.0,131.0,9800.0,Saturday App,8/15/22,Undecided,1.0,DJ Jeffries
1198,443000.0,21000.0,7800.0,8800.0,Native Sons,8/15/22,Coastal Carolina Chanticleers,1.0,Grayson McCall
1201,259000.0,318000.0,15600.0,35000.0,Amazon Fashion,8/15/22,Oregon State Beavers,2.0,Jade Carey
1204,473000.0,17900.0,44.0,9000.0,Mountain America Credit Union,8/13/22,Undecided,1.0,Cameron Rising
1206,21000.0,3500.0,1500.0,2400.0,Star Pizza,8/12/22,Houston Cougars,4.0,Alton McCaskill
1207,380000.0,82000.0,9000.0,22000.0,Barstool Sports,8/12/22,Wisconsin Badgers,108.0,Braelon Allen
1208,392000.0,30000.0,919.0,7100.0,Cheribundi,8/12/22,North Carolina Tar Heels,1.0,Josh Downs
1209,171000.0,209000.0,64000.0,4500.0,NEXT 22,8/12/22,Stanford Cardinal,1.0,Cameron Brink
1211,20000.0,7500.0,657.0,1800.0,Carolina Basketball Association,8/11/22,South Carolina Gamecocks,2.0,Jacobi Wright
1213,182000.0,14600.0,249.0,6700.0,Gordon McKernan Injury Attorneys,8/11/22,LSU Tigers,16.0,Jaquelin Roy
1214,101000.0,98000.0,176000.0,1000.0,Garmin,8/11/22,Duke Blue Devils,1.0,Emily Cole
1215,17900.0,5500.0,56000.0,293.0,Tifosi Optics,8/11/22,Pittsburgh Panthers,1.0,Emily Brown
1219,65000.0,24000.0,1800.0,10600.0,,8/10/22,Ohio State Buckeyes,,Lathan Ransom
1220,505000.0,16600.0,107.0,6400.0,Booster Athletes,8/10/22,Texas A&M Aggies,6.0,Devon Achane
1222,364000.0,45000.0,5100.0,27000.0,Booster Athletes,8/10/22,Florida State Seminoles,6.0,Jordan Travis
1224,355000.0,54000.0,2400.0,40000.0,Booster Athletes,8/10/22,Oklahoma Sooners,6.0,Dillon Gabriel
1225,145000.0,61000.0,37000.0,17700.0,Six Star Pro Nutrition,8/10/22,Alabama Crimson Tide,5.0,Malachi Moore
1226,68000.0,8300.0,114.0,3100.0,Six Star Pro Nutrition,8/10/22,Alabama Crimson Tide,5.0,Javion Cohen
1227,133000.0,55000.0,424.0,7900.0,Six Star Pro Nutrition,8/10/22,Alabama Crimson Tide,5.0,Jermaine Burton
1228,171000.0,209000.0,64000.0,4500.0,GOAT,8/10/22,Stanford Cardinal,3.0,Cameron Brink
1229,35000.0,15400.0,76000.0,1300.0,Lulus,8/10/22,Florida Gators,2.0,Leah Clapper
1230,9000.0,1900.0,502.0,143.0,Clearcover Insurance,8/10/22,Undecided,2.0,Madi Cole
1234,22000.0,4300.0,2300.0,587.0,Berry Blendz,8/09/22,Ohio State Buckeyes,2.0,Cotie McMahon
1235,22000.0,4300.0,2300.0,587.0,Berry Blendz,8/09/22,Ohio State Buckeyes,2.0,Cotie McMahon
1236,259000.0,318000.0,15600.0,35000.0,Amazon Merch on Demand,8/09/22,Oregon State Beavers,2.0,Jade Carey
1237,10300.0,3000.0,4900.0,172.0,envio skincare,8/08/22,Creighton Bluejays,1.0,Keeley Davis
1240,208000.0,30000.0,375.0,6100.0,Life+STYLE by Laura,8/07/22,USC Trojans,16.0,Domani Jackson
1241,12500.0,1300.0,22.0,668.0,St. Francis Table Soup Kitchen,8/06/22,Georgia Tech Yellow Jackets,2.0,Jalon Moore
1242,13800.0,3000.0,162.0,569.0,St. Francis Table Soup Kitchen,8/06/22,Georgia Tech Yellow Jackets,2.0,Miles Kelly
1243,42000.0,5100.0,92.0,5800.0,Apis Cor,8/06/22,Florida Gators,1.0,Richard Leonard
1250,27000.0,19800.0,960.0,10700.0,,8/05/22,Memphis Tigers,,Alex Lomax
1251,32000.0,3700.0,42.0,1700.0,Open Hand Atlanta,8/04/22,Georgia Tech Yellow Jackets,2.0,Trenilyas Tatum
1253,42000.0,4500.0,159.0,4.0,,8/04/22,Virginia Tech Hokies,,J.R. Walker
1257,141000.0,2900.0,238.0,439.0,,8/04/22,Virginia Tech Hokies,,Nasir Peoples
1262,34000.0,3800.0,107.0,889.0,,8/04/22,Virginia Tech Hokies,,C.J. McCray
1267,42000.0,3400.0,376.0,2800.0,,8/04/22,Virginia Tech Hokies,,Jaylen Griffin
1272,53000.0,5100.0,12.0,3700.0,,8/04/22,Virginia Tech Hokies,,Connor Blumrick
1274,84000.0,79000.0,86000.0,690.0,BLACKBOUGHSWIM,8/04/22,Louisville Cardinals,1.0,Alexa Hendricks
1275,168000.0,123000.0,565000.0,14700.0,Amazon Merch on Demand,8/04/22,Oklahoma State Cowboys,2.0,Tori Ortiz
1277,26000.0,9500.0,143.0,2700.0,,8/04/22,Ohio State Buckeyes,,Bruce Thornton
1278,28000.0,13200.0,106.0,1500.0,,8/04/22,Ohio State Buckeyes,,Brice Sensabaugh
1279,82000.0,38000.0,27000.0,14000.0,,8/04/22,Ohio State Buckeyes,,C.J. Hicks
1280,355000.0,54000.0,2400.0,40000.0,EvoShield,8/04/22,Oklahoma Sooners,2.0,Dillon Gabriel
1281,33000.0,1700.0,123.0,2400.0,,8/04/22,Virginia Tech Hokies,,Jesse Hanson
1282,45000.0,5500.0,7.0,4400.0,,8/04/22,Virginia Tech Hokies,,Jalen Holston
1283,52000.0,10700.0,19800.0,2000.0,,8/04/22,Virginia Tech Hokies,,DJ Harvey
1285,88000.0,14500.0,1900.0,14500.0,EvoShield,8/04/22,Oklahoma Sooners,2.0,Jalil Farooq
1288,80000.0,18000.0,137.0,3800.0,A Kid Again,8/03/22,Indiana Hoosiers,1.0,Xavier Johnson
1290,32000.0,18000.0,42000.0,13000.0,YMCA of Monroe County,8/03/22,Indiana Hoosiers,2.0,Miller Kopp
1291,30000.0,19200.0,2500.0,6300.0,Big Brothers Big Sisters of Central Indiana,8/03/22,Indiana Hoosiers,2.0,Jalen Hood-Schifino
1292,22000.0,9000.0,3300.0,6200.0,Warriors 4 Peace,8/03/22,Indiana Hoosiers,2.0,CJ Gunn
1293,18900.0,5100.0,739.0,5700.0,Cancer Support Community South Central Indiana,8/03/22,Indiana Hoosiers,2.0,Logan Duncomb
1294,35000.0,25000.0,14000.0,9600.0,LittleStar ABA Therapy,8/03/22,Indiana Hoosiers,1.0,Trey Galloway
1295,27000.0,13800.0,256.0,9800.0,YMCA of Monroe County,8/03/22,Indiana Hoosiers,2.0,Tamar Bates
