School,Company,NIL value,Instagram Followers,TikTok Followers,Twitter Followers,Kmeans
Oklahoma Sooners,Breaking T,35000.0,22000.0,3700.0,11600.0,0
Arkansas Razorbacks,NOCAP Sports,31000.0,22000.0,7300.0,1700.0,0
Utah Utes,Bonfire,42000.0,40000.0,602.0,108.0,0
Auburn Tigers,H&M,30000.0,19300.0,8600.0,1500.0,0
South Carolina Gamecocks,Bojangles,102000.0,107000.0,31000.0,28000.0,1
NC State Wolfpack,Bojangles,19700.0,14200.0,13400.0,3000.0,1
Alabama Crimson Tide,Bojangles,71000.0,9300.0,36.0,9200.0,1
Clemson Tigers,Bojangles,396000.0,151000.0,6500.0,41000.0,1
Undecided,Bojangles,84000.0,48000.0,3600.0,16800.0,1
Utah Utes,BUBBL'R,208000.0,239000.0,149000.0,28000.0,3
UCLA Bruins,BUBBL'R,369000.0,440000.0,237000.0,46000.0,3
North Carolina Tar Heels,Forever 21,193000.0,180000.0,402000.0,10100.0,4
Kansas State Wildcats,Cats Can,449000.0,5700.0,520.0,3300.0,5
Arizona Wildcats,mnml,32000.0,17500.0,57000.0,1400.0,0
Florida Gators,College Hunks Hauling Junk & Moving,76000.0,77000.0,4800.0,9600.0,0
Florida Gators,College Hunks Hauling Junk & Moving,35000.0,15400.0,76000.0,1300.0,0
UCLA Bruins,Pottery Barn Teen,369000.0,440000.0,237000.0,46000.0,3
NC State Wolfpack,Bobbitt Construction,197000.0,16700.0,4600.0,5900.0,0
Oklahoma Sooners,Academy Sports + Outdoors,61000.0,55000.0,10200.0,18400.0,0
TCU Horned Frogs,Chamberlin Brand,17700.0,12000.0,1400.0,4400.0,0
Maryland Terrapins,Gait Lacrosse,15000.0,3100.0,495.0,4.0,0
Kentucky Wildcats,Paul Miller Ford,524000.0,76000.0,139000.0,42000.0,5
Undecided,Volley On,9000.0,1900.0,502.0,143.0,0
Oklahoma State Cowboys,Gatorade,168000.0,123000.0,565000.0,14700.0,4
UCLA Bruins,Aeropostale,369000.0,440000.0,237000.0,46000.0,3
UCLA Bruins,Cheetos,369000.0,440000.0,237000.0,46000.0,3
Michigan Wolverines,Walcott Denistry,74000.0,16400.0,177.0,7500.0,0
South Carolina Gamecocks,Under Armour,102000.0,107000.0,31000.0,28000.0,5
Utah Utes,Ute Zone,42000.0,40000.0,602.0,108.0,0
Utah Utes,Ute Zone,15200.0,2900.0,8000.0,596.0,0
UCLA Bruins,Angel City FC,369000.0,440000.0,237000.0,46000.0,5
USC Trojans,Angel City FC,24000.0,22000.0,189.0,904.0,5
Kansas Jayhawks,Rock Chalk NFT,300000.0,73000.0,83000.0,16500.0,5
Undecided,C.W. URBAN,473000.0,17900.0,44.0,9000.0,1
Utah Utes,C.W. URBAN,16800.0,5800.0,3200.0,208.0,1
Utah Utes,C.W. URBAN,15500.0,4200.0,1800.0,216.0,1
Utah Utes,C.W. URBAN,208000.0,239000.0,149000.0,28000.0,1
Utah Utes,C.W. URBAN,32000.0,26000.0,3000.0,1700.0,1
Utah Utes,C.W. URBAN,18000.0,7000.0,5600.0,907.0,1
Utah Utes,C.W. URBAN,42000.0,40000.0,602.0,108.0,1
Utah Utes,C.W. URBAN,15200.0,4000.0,834.0,176.0,1
Utah Utes,C.W. URBAN,14300.0,120.0,15700.0,1600.0,1
Utah Utes,C.W. URBAN,15200.0,2900.0,8000.0,596.0,1
Undecided,HydroJug,12900.0,2000.0,139.0,850.0,0
Stanford Cardinal,Celsius,171000.0,209000.0,64000.0,4500.0,5
Ohio State Buckeyes,Express,436000.0,137000.0,1700.0,38000.0,5
Miami Hurricanes,2REAL,18400.0,10200.0,29000.0,843.0,0
Utah Utes,Virc Snacks,42000.0,40000.0,602.0,108.0,0
Utah Utes,Utah Sour Gummies,15200.0,4000.0,834.0,176.0,0
Pittsburgh Panthers,Roots Natural Kitchen,24000.0,4800.0,110000.0,632.0,0
Penn State Nittany Lions,Roots Natural Kitchen,63000.0,26000.0,246000.0,1200.0,0
UCLA Bruins,Door Dash,369000.0,440000.0,237000.0,46000.0,3
Undecided,Slate Milk,16200.0,4300.0,168.0,953.0,0
Michigan Wolverines,Eberg Capital,554000.0,133000.0,889.0,47000.0,5
Undecided,Charlotte Football Club,15800.0,2300.0,403.0,376.0,0
Texas Longhorns,Orgain,49000.0,38000.0,11100.0,3100.0,0
Utah Utes,Minky Couture,15200.0,4000.0,834.0,176.0,0
Utah Utes,Minky Couture,15200.0,2900.0,8000.0,596.0,0
Utah Utes,Minky Couture,42000.0,40000.0,602.0,108.0,0
Florida State Seminoles,Lucky Jack Coffee,364000.0,45000.0,5100.0,27000.0,5
UCLA Bruins,Scotch Porter,105000.0,37000.0,659.0,21000.0,0
Miami Hurricanes,UGG,18400.0,10200.0,29000.0,843.0,0
Kentucky Wildcats,War of Will,524000.0,76000.0,139000.0,42000.0,5
UCLA Bruins,H&R Block,369000.0,440000.0,237000.0,46000.0,5
South Carolina Gamecocks,H&R Block,188000.0,225000.0,27000.0,19500.0,5
Utah Utes,H&R Block,208000.0,239000.0,149000.0,28000.0,5
Baylor Bears,H&R Block,213000.0,252000.0,145000.0,6500.0,5
Iowa Hawkeyes,H&R Block,138000.0,153000.0,9500.0,32000.0,5
Ohio State Buckeyes,Dollar Shave Club,37000.0,18400.0,50000.0,2500.0,0
Texas Longhorns,Just Women’s Sports,49000.0,38000.0,11100.0,3100.0,0
NC State Wolfpack,Wings Over,15000.0,8100.0,12500.0,611.0,0
Auburn Tigers,Scarlet & Gold,22000.0,9700.0,1400.0,273.0,0
Oklahoma State Cowboys,PSD Underwear,168000.0,123000.0,565000.0,14700.0,1
Alabama Crimson Tide,PSD Underwear,42000.0,9100.0,20.0,6500.0,1
Undecided,PSD Underwear,47000.0,17100.0,8900.0,11700.0,1
South Carolina Gamecocks,PSD Underwear,89000.0,36000.0,450.0,22000.0,1
Alabama Crimson Tide,PSD Underwear,145000.0,61000.0,37000.0,17700.0,1
Arkansas Razorbacks,Quizlet,31000.0,22000.0,7300.0,1700.0,4
California Golden Bears,Quizlet,350000.0,378000.0,491000.0,1300.0,4
USC Trojans,Bank of America,24000.0,22000.0,189.0,904.0,0
Alabama Crimson Tide,Montana Fouts Pitching Camp,145000.0,146000.0,179000.0,38000.0,5
California Golden Bears,Wingstop,33000.0,29000.0,5.0,757.0,0
Florida State Seminoles,Walk-On’s Sports Bistreaux,364000.0,45000.0,5100.0,27000.0,5
Auburn Tigers,Elle & Design,22000.0,9700.0,1400.0,273.0,0
UCLA Bruins,Tricolor Holdings,22000.0,11700.0,6600.0,1400.0,0
UCLA Bruins,Tricolor Holdings,421000.0,46000.0,262.0,7700.0,0
UCLA Bruins,Panda Express,369000.0,440000.0,237000.0,46000.0,3
Stanford Cardinal,Uncle Funky's Daughter,75000.0,88000.0,9200.0,5700.0,0
Tennessee Volunteers,Orange Mountain Designs,26000.0,15000.0,831.0,2000.0,0
Oklahoma State Cowboys,Oklahoma State Sour Gummies,168000.0,123000.0,565000.0,14700.0,4
UCLA Bruins,Whole Foods,105000.0,37000.0,659.0,21000.0,0
Kansas Jayhawks,JW10,300000.0,73000.0,83000.0,16500.0,5
Ohio State Buckeyes,RITZ Crackers,37000.0,18400.0,50000.0,2500.0,0
Arizona Wildcats,Overtime,23000.0,13800.0,6200.0,2500.0,0
Texas Longhorns,Champion,49000.0,38000.0,11100.0,3100.0,0
UCLA Bruins,Champion,70000.0,75000.0,3100.0,2100.0,0
Stanford Cardinal,Portland Gear,171000.0,209000.0,64000.0,4500.0,5
Utah Utes,ZYIA Active,42000.0,40000.0,602.0,108.0,0
Utah Utes,ZYIA Active,15200.0,2900.0,8000.0,596.0,0
Utah Utes,ZYIA Active,16800.0,5800.0,3200.0,208.0,0
UCLA Bruins,bibigo,369000.0,440000.0,237000.0,46000.0,3
Baylor Bears,Auntie Anne’s Pretzels,213000.0,252000.0,145000.0,6500.0,5
Pittsburgh Panthers,InfluenceTee,19500.0,9400.0,44000.0,2500.0,0
South Carolina Gamecocks,Bose,102000.0,107000.0,31000.0,28000.0,5
Utah Utes,Index,42000.0,40000.0,602.0,108.0,0
NC State Wolfpack,Wing Stop,19800.0,15600.0,480.0,2100.0,0
UCLA Bruins,sauce,105000.0,37000.0,659.0,21000.0,0
UCLA Bruins,VO2,22000.0,12300.0,4300.0,1100.0,0
Auburn Tigers,Auburn Med Spa,22000.0,9700.0,1400.0,273.0,0
Undecided,Performance Toyota Bountiful,473000.0,17900.0,44.0,9000.0,5
California Golden Bears,Wizeprep,33000.0,29000.0,5.0,757.0,0
West Virginia Mountaineers,Mario’s Fishbowl,158000.0,10100.0,5400.0,7700.0,0
UCLA Bruins,D1Softball,27000.0,18000.0,9400.0,2300.0,0
UCLA Bruins,GLD,22000.0,12300.0,4300.0,1100.0,0
UCLA Bruins,Celestial Seasonings Tea,105000.0,37000.0,659.0,21000.0,0
UCLA Bruins,IT Cosmetics,369000.0,440000.0,237000.0,46000.0,3
Florida Gators,Umaps,35000.0,15400.0,76000.0,1300.0,0
Louisville Cardinals,Vinaigrette Salad Kitchen,84000.0,79000.0,86000.0,690.0,0
Michigan Wolverines,Valiant MGMT,233000.0,65000.0,121000.0,16400.0,5
Utah Utes,Albion Fit,32000.0,26000.0,3000.0,1700.0,0
Auburn Tigers,Behind the Glass,22000.0,9700.0,1400.0,273.0,0
Undecided,Dough Street,14300.0,2500.0,241.0,389.0,0
Kentucky Wildcats,Grand Slam Collectibles,524000.0,76000.0,139000.0,42000.0,5
Florida Gators,Google,76000.0,77000.0,4800.0,9600.0,0
Alabama Crimson Tide,FanJolt,145000.0,146000.0,179000.0,38000.0,5
Oklahoma Sooners,Rapsodo Softball,35000.0,22000.0,3700.0,11600.0,0
LSU Tigers,Smalls Sliders,75000.0,23000.0,628.0,11900.0,0
Undecided,Smalls Sliders,171000.0,85000.0,4300.0,24000.0,0
Ohio State Buckeyes,Ricart Automotive,436000.0,137000.0,1700.0,38000.0,5
Alabama Crimson Tide,Bama Stuff,145000.0,146000.0,179000.0,38000.0,5
Utah Utes,Coaches Oats,42000.0,40000.0,602.0,108.0,0
Pittsburgh Panthers,Fifth Season,14200.0,5900.0,19700.0,299.0,0
Alabama Crimson Tide,Diamond Kinetic,145000.0,146000.0,179000.0,38000.0,5
UCLA Bruins,The Coldest Water,72000.0,17600.0,118000.0,1900.0,0
Utah Utes,Vanessa Flair,32000.0,26000.0,3000.0,1700.0,0
Kansas Jayhawks,Wendy's,300000.0,73000.0,83000.0,16500.0,5
UCLA Bruins,Instagram,369000.0,440000.0,237000.0,46000.0,3
Iowa Hawkeyes,Hy-Vee,138000.0,153000.0,9500.0,32000.0,5
Ohio State Buckeyes,American Dairy Association Mideast,37000.0,18400.0,50000.0,2500.0,0
Clemson Tigers,Fred Caldwell Chevrolet,241000.0,135000.0,20000.0,19700.0,5
Stanford Cardinal,Stifel,26000.0,23000.0,1000.0,4500.0,0
Florida State Seminoles,Virc Nutritionals,364000.0,45000.0,5100.0,27000.0,5
UCLA Bruins,Takis,369000.0,440000.0,237000.0,46000.0,3
Utah Utes,The Inspiration Co.,42000.0,40000.0,602.0,108.0,0
Utah Utes,Discord,42000.0,40000.0,602.0,108.0,0
UCLA Bruins,Discord,105000.0,37000.0,659.0,21000.0,0
LSU Tigers,Discord,46000.0,39000.0,10300.0,3300.0,0
California Golden Bears,Afterpay,350000.0,378000.0,491000.0,1300.0,4
Coastal Carolina Chanticleers,BRADY,443000.0,21000.0,7800.0,8800.0,0
Maryland Terrapins,BRADY,19400.0,7900.0,7100.0,1300.0,0
Undecided,Engage,119000.0,17900.0,210.0,9600.0,1
Maryland Terrapins,Engage,105000.0,29000.0,6.0,15100.0,1
Florida Gators,Engage,102000.0,47000.0,81.0,14100.0,1
Undecided,Engage,57000.0,27000.0,1300.0,10400.0,1
Wisconsin Badgers,Engage,169000.0,71000.0,900.0,26000.0,1
USC Trojans,Engage,56000.0,10500.0,377.0,5300.0,1
UCLA Bruins,UCLA Ticket Office,105000.0,37000.0,659.0,21000.0,0
Stanford Cardinal,Coin Cloud,75000.0,88000.0,9200.0,5700.0,0
Ohio State Buckeyes,Athletic Brewing Company,436000.0,137000.0,1700.0,38000.0,5
Michigan Wolverines,Knix,40000.0,29000.0,10700.0,1400.0,0
Utah Utes,LilyAna Naturals,42000.0,40000.0,602.0,108.0,0
UCLA Bruins,FTX,22000.0,12300.0,4300.0,1100.0,0
Florida State Seminoles,Salomone Digital Marketing,364000.0,45000.0,5100.0,27000.0,5
UCLA Bruins,Aria Pod+,105000.0,37000.0,659.0,21000.0,0
Stanford Cardinal,Eastbay,75000.0,88000.0,9200.0,5700.0,0
Ohio State Buckeyes,Subway,436000.0,137000.0,1700.0,38000.0,5
UCLA Bruins,Drift Hotels,369000.0,440000.0,237000.0,46000.0,3
Texas Longhorns,Champs x Eastbay,49000.0,38000.0,11100.0,3100.0,0
Texas A&M Aggies,The Warehouse at C.C. Creations,171000.0,11000.0,347.0,9500.0,0
South Carolina Gamecocks,Fenty Skin,188000.0,225000.0,27000.0,19500.0,5
Utah Utes,Enzo,42000.0,40000.0,602.0,108.0,0
Baylor Bears,Banter by Piercing Pagoda,213000.0,252000.0,145000.0,6500.0,5
Penn State Nittany Lions,Courtside With Camden,63000.0,26000.0,246000.0,1200.0,0
Ohio State Buckeyes,Infinity Clothing,314000.0,37000.0,493.0,13700.0,5
UCLA Bruins,Be The Match,105000.0,37000.0,659.0,21000.0,0
Baylor Bears,Vital Performance,213000.0,252000.0,145000.0,6500.0,5
Oklahoma Sooners,Love's Travel Stops,61000.0,55000.0,10200.0,18400.0,0
UCLA Bruins,GK Gymnastics,369000.0,440000.0,237000.0,46000.0,3
Utah Utes,Babe Lash,42000.0,40000.0,602.0,108.0,0
Baylor Bears,Urban Skin RX,213000.0,252000.0,145000.0,6500.0,5
UCLA Bruins,Advertising Week,105000.0,37000.0,659.0,21000.0,0
Florida Gators,Public Rec,35000.0,15400.0,76000.0,1300.0,0
Florida Gators,Novashine Teeth Whitening,76000.0,77000.0,4800.0,9600.0,0
LSU Tigers,Motier Lafayette,75000.0,23000.0,628.0,11900.0,0
Arkansas Razorbacks,NOERDEN,31000.0,22000.0,7300.0,1700.0,0
UCLA Bruins,Liquid I.V.,72000.0,17600.0,118000.0,1900.0,0
Oklahoma Sooners,Allbirds,199000.0,241000.0,2100.0,10000.0,5
Undecided,The Dank,18400.0,7200.0,3600.0,765.0,0
Undecided,Almost Heaven Desserts & Coffee Shop,14300.0,2500.0,241.0,389.0,0
Stanford Cardinal,ThirdLove,171000.0,209000.0,64000.0,4500.0,5
Oregon State Beavers,Albertsons,259000.0,318000.0,15600.0,35000.0,5
Arkansas Razorbacks,RIND Snacks,31000.0,22000.0,7300.0,1700.0,0
Oklahoma Sooners,Icons of Oklahoma,35000.0,22000.0,3700.0,11600.0,0
USC Trojans,Super Coffee,12000.0,4600.0,9500.0,555.0,0
UCF Knights,Craddock Oil Company/BlueSky,102000.0,49000.0,14000.0,25000.0,5
UCF Knights,B-Unlimited,102000.0,49000.0,14000.0,25000.0,5
South Carolina Gamecocks,Harmless Harvest,188000.0,225000.0,27000.0,19500.0,5
Stanford Cardinal,NBA2K,75000.0,88000.0,9200.0,5700.0,0
UCLA Bruins,ClearCover,105000.0,37000.0,659.0,21000.0,0
Florida Gators,Yasso Frozen Greek Yogurt,35000.0,15400.0,76000.0,1300.0,0
Alabama Crimson Tide,MontanaFouts14.com,145000.0,146000.0,179000.0,38000.0,5
Clemson Tigers,PlantFuel,241000.0,135000.0,20000.0,19700.0,5
USC Trojans,Exiza,26000.0,24000.0,3900.0,2400.0,0
Alabama Crimson Tide,CrisP Clothing,68000.0,8300.0,114.0,3100.0,0
Alabama Crimson Tide,CrisP Clothing,38000.0,4800.0,292.0,2900.0,0
Alabama Crimson Tide,CrisP Clothing,274000.0,11200.0,597.0,4200.0,0
Alabama Crimson Tide,CrisP Clothing,145000.0,61000.0,37000.0,17700.0,0
UCLA Bruins,LA Food Bank,105000.0,37000.0,659.0,21000.0,0
Alabama Crimson Tide,My Gameday Shop,232000.0,24000.0,1800.0,8500.0,1
Alabama Crimson Tide,My Gameday Shop,53000.0,8400.0,240.0,4900.0,1
Alabama Crimson Tide,My Gameday Shop,37000.0,3800.0,11.0,2600.0,1
Alabama Crimson Tide,My Gameday Shop,71000.0,9300.0,36.0,9200.0,1
Arizona State Sun Devils,My Gameday Shop,70000.0,18300.0,2000.0,12900.0,1
Georgia Tech Yellow Jackets,My Gameday Shop,30000.0,8500.0,480.0,8800.0,1
Alabama Crimson Tide,My Gameday Shop,68000.0,8300.0,114.0,3100.0,1
Alabama Crimson Tide,My Gameday Shop,145000.0,61000.0,37000.0,17700.0,1
Syracuse Orange,Novus,52000.0,54000.0,28000.0,16400.0,0
Undecided,Inspire Me Bracelets,9000.0,1900.0,502.0,143.0,0
Clemson Tigers,Dr. Pepper,396000.0,151000.0,6500.0,41000.0,5
Ohio State Buckeyes,VIDSIG,230000.0,3200.0,50.0,4700.0,0
Arkansas Razorbacks,Born To Be Me,31000.0,22000.0,7300.0,1700.0,0
Undecided,Hollingsworth Richards Ford,171000.0,85000.0,4300.0,24000.0,5
Wisconsin Badgers,Panini America,169000.0,71000.0,900.0,26000.0,5
Kansas Jayhawks,J. Wilson,300000.0,73000.0,83000.0,16500.0,5
Creighton Bluejays,TIY,10300.0,3000.0,4900.0,172.0,0
Arkansas Razorbacks,310 Hydrate,31000.0,22000.0,7300.0,1700.0,0
Clemson Tigers,Brazyn Life,15600.0,2000.0,178.0,458.0,0
Undecided,Christopher Mobley,84000.0,48000.0,3600.0,16800.0,0
UCLA Bruins,scoutSMART,72000.0,17600.0,118000.0,1900.0,0
Alabama Crimson Tide,College Football Edits,97000.0,43000.0,8700.0,18500.0,0
Texas Longhorns,College Football Edits,105000.0,45000.0,10800.0,14300.0,0
Alabama Crimson Tide,Jenloop,68000.0,8300.0,114.0,3100.0,0
Louisville Cardinals,Web Apps America,114000.0,138000.0,23000.0,3000.0,0
Georgia Tech Yellow Jackets,Meals by Misty,30000.0,8500.0,480.0,8800.0,0
Alabama Crimson Tide,Alabama Vintage,68000.0,8300.0,114.0,3100.0,0
Alabama Crimson Tide,Milo's Sweet Tea,145000.0,61000.0,37000.0,17700.0,5
Alabama Crimson Tide,YOKE,97000.0,43000.0,8700.0,18500.0,1
Alabama Crimson Tide,YOKE,69000.0,21000.0,135.0,11100.0,1
Alabama Crimson Tide,YOKE,68000.0,8300.0,114.0,3100.0,1
Undecided,YOKE,47000.0,17100.0,8900.0,11700.0,1
Michigan Wolverines,YOKE,233000.0,65000.0,121000.0,16400.0,1
Michigan Wolverines,YOKE,79000.0,22000.0,7100.0,6400.0,1
Arkansas Razorbacks,Petsmart,69000.0,15400.0,16900.0,16300.0,0
Undecided,Metro Straw,119000.0,17900.0,210.0,9600.0,0
Undecided,Smoothie King,171000.0,85000.0,4300.0,24000.0,5
